"workerid","contextWithSuper","strength","trial_num","target","degree","leftResponse","adjective","super_category","form","names","context","rightResponse","contextWithSuperPronoun","response","condition","sub_category"
28," is in the produce section of the supermarket and picks up a grape.",1,14,"heavy","weight","Yes","heavy","produce","positive","David"," picks up a grape.","No",NA,0,"context","grape"
28," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,15,"cold","temperature","Yes","cold","days of the year","negative","Sophie"," lives in Maryland and steps outside in Winter.","No",NA,1,"context","day in Winter"
29," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,1,"expensive","price","Yes","expensive","kitchen appliances","positive","Natalia"," finds a dishwasher and looks at the price.","No",NA,0,"context","dishwasher"
29," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,2,"cold","temperature","Yes","cold","days of the year","negative","John"," lives in Maryland and steps outside in Summer.","No",NA,0,"context","day in Summer"
29," is in the produce section of the supermarket and picks up an apple.",2,3,"light","weight","Yes","light","produce","negative","Anthony"," picks up an apple.","No",NA,1,"context","apple"
29," is sitting at a cafe watching people go by and sees a professional soccer player.",2,4," short","height","Yes","short","people","negative","Tom"," sees a professional soccer player.","No",NA,0,"context","soccer player"
29," is searching for things to watch online with their friend and finds a movie.",3,5,"long","time","Yes","long","things you watch online","positive","Eric"," finds a movie to watch online with their friend.","No",NA,1,"context","movie"
29," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,6,"warm","temperature","Yes","warm","days of the year","positive","Robert"," lives in Maryland and steps outside in Winter.","No",NA,0,"context","day in Winter"
29," is searching for things to watch online with their friend and finds a video of a cute animal.",1,7,"long","time","Yes","long","things you watch online","positive","Veronica"," finds a video of a cute animal to watch online with their friend.","No",NA,0,"context","video of the cute animal"
29," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,8,"expensive","price","Yes","expensive","kitchen appliances","positive","Monica"," finds a bottle opener and looks at the price.","No",NA,0,"context","bottle opener"
29," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,9,"cold","temperature","Yes","cold","days of the year","negative","Jasmine"," lives in Maryland and steps outside in Fall.","No",NA,0,"context","day in Fall"
29," is in the produce section of the supermarket and picks up a watermelon.",3,10,"light","weight","Yes","light","produce","negative","Alicia"," picks up a watermelon.","No",NA,0,"context","watermelon"
29," is sitting at a cafe watching people go by and sees a professional basketball player.",3,11," short","height","Yes","short","people","negative","David"," sees a professional basketball player.","No",NA,0,"context","basketball player"
29," is in the produce section of the supermarket and picks up a grape.",1,12,"heavy","weight","Yes","heavy","produce","positive","Lucas"," picks up a grape.","No",NA,0,"context","grape"
29," is searching for things to watch online with their friend and finds a music video.",2,13,"long","time","Yes","long","things you watch online","positive","Julia"," finds a music video to watch online with their friend.","No",NA,0,"context","music video"
29," is sitting at a cafe watching people go by and sees a professional gymnast.",1,14," tall","height","Yes","tall","people","positive","William"," sees a professional gymnast.","No",NA,0,"context","gymnast"
29," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,15,"expensive","price","Yes","expensive","kitchen appliances","positive","Stephanie"," finds a toaster and looks at the price.","No",NA,0,"context","toaster"
30," is in the produce section of the supermarket and picks up an apple.",2,1,"light","weight","Yes","light","produce","negative","David"," picks up an apple.","No",NA,0,"context","apple"
30," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,2,"cheap","price","Yes","cheap","kitchen appliances","negative","Sophie"," finds a bottle opener and looks at the price.","No",NA,1,"context","bottle opener"
30," is searching for things to watch online with their friend and finds a video of a cute animal.",1,3,"long","time","Yes","long","things you watch online","positive","Cameron"," finds a video of a cute animal to watch online with their friend.","No",NA,0,"context","video of the cute animal"
30," is in the produce section of the supermarket and picks up a grape.",1,4,"heavy","weight","Yes","heavy","produce","positive","William"," picks up a grape.","No",NA,0,"context","grape"
30," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,5,"cheap","price","Yes","cheap","kitchen appliances","negative","Angela"," finds a dishwasher and looks at the price.","No",NA,0,"context","dishwasher"
30," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,6,"warm","temperature","Yes","warm","days of the year","positive","Lucas"," lives in Maryland and steps outside in Winter.","No",NA,0,"context","day in Winter"
30," is searching for things to watch online with their friend and finds a music video.",2,7,"long","time","Yes","long","things you watch online","positive","Jasmine"," finds a music video to watch online with their friend.","No",NA,0,"context","music video"
30," is sitting at a cafe watching people go by and sees a professional basketball player.",3,8," short","height","Yes","short","people","negative","John"," sees a professional basketball player.","No",NA,0,"context","basketball player"
30," is searching for things to watch online with their friend and finds a movie.",3,9,"long","time","Yes","long","things you watch online","positive","Julia"," finds a movie to watch online with their friend.","No",NA,1,"context","movie"
30," is in the produce section of the supermarket and picks up a watermelon.",3,10,"heavy","weight","Yes","heavy","produce","positive","Michelle"," picks up a watermelon.","No",NA,1,"context","watermelon"
30," is sitting at a cafe watching people go by and sees a professional gymnast.",1,11," tall","height","Yes","tall","people","positive","Monica"," sees a professional gymnast.","No",NA,0,"context","gymnast"
30," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,12,"cold","temperature","Yes","cold","days of the year","negative","Robert"," lives in Maryland and steps outside in Fall.","No",NA,1,"context","day in Fall"
30," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,13,"cheap","price","Yes","cheap","kitchen appliances","negative","Mika"," finds a toaster and looks at the price.","No",NA,1,"context","toaster"
